# Claudia D'Ambrosio, DEIS, University of Bologna.
# seed = 1254829604

param N := 1000;

param Umax := 100.000000;

param C := 2576511.824944;

param: a :=
1	0.101912
2	0.188480
3	0.128852
4	0.185355
5	0.181466
6	0.194394
7	0.194921
8	0.196765
9	0.116432
10	0.196397
11	0.187231
12	0.156086
13	0.173304
14	0.100565
15	0.156197
16	0.121747
17	0.165062
18	0.118159
19	0.194579
20	0.102884
21	0.134373
22	0.117815
23	0.168194
24	0.169243
25	0.193127
26	0.125857
27	0.178043
28	0.100528
29	0.166300
30	0.181519
31	0.117121
32	0.187323
33	0.150056
34	0.147125
35	0.151968
36	0.175133
37	0.119234
38	0.120118
39	0.186790
40	0.162495
41	0.169434
42	0.141147
43	0.186015
44	0.104007
45	0.174495
46	0.193082
47	0.195331
48	0.111871
49	0.134074
50	0.191814
51	0.145421
52	0.122435
53	0.194578
54	0.126193
55	0.174065
56	0.177133
57	0.142456
58	0.183650
59	0.170174
60	0.197582
61	0.197415
62	0.188630
63	0.114299
64	0.160241
65	0.160208
66	0.157408
67	0.117208
68	0.137678
69	0.150267
70	0.159429
71	0.189922
72	0.171775
73	0.189527
74	0.150051
75	0.104974
76	0.123908
77	0.195671
78	0.198491
79	0.172432
80	0.174661
81	0.126332
82	0.119439
83	0.119114
84	0.190061
85	0.182860
86	0.133272
87	0.179607
88	0.123494
89	0.168122
90	0.125329
91	0.109100
92	0.178002
93	0.101563
94	0.121416
95	0.133471
96	0.174808
97	0.169743
98	0.191623
99	0.124342
100	0.108053
101	0.176339
102	0.161956
103	0.173828
104	0.185404
105	0.150731
106	0.144736
107	0.138103
108	0.154023
109	0.198961
110	0.169028
111	0.155941
112	0.174025
113	0.182388
114	0.180426
115	0.164381
116	0.104503
117	0.135523
118	0.142783
119	0.131381
120	0.164287
121	0.150165
122	0.137414
123	0.109332
124	0.153950
125	0.106572
126	0.168657
127	0.187794
128	0.119656
129	0.133624
130	0.176824
131	0.188284
132	0.136617
133	0.193076
134	0.156225
135	0.148062
136	0.188749
137	0.138830
138	0.103146
139	0.127475
140	0.159843
141	0.135833
142	0.132658
143	0.158299
144	0.103384
145	0.190318
146	0.103787
147	0.126385
148	0.165368
149	0.169482
150	0.115205
151	0.136877
152	0.173942
153	0.103428
154	0.144310
155	0.123107
156	0.128335
157	0.177297
158	0.138517
159	0.151310
160	0.112557
161	0.159325
162	0.108553
163	0.140732
164	0.178461
165	0.120976
166	0.198520
167	0.145309
168	0.138122
169	0.139965
170	0.102037
171	0.194209
172	0.124650
173	0.102356
174	0.141730
175	0.197348
176	0.186945
177	0.137644
178	0.138793
179	0.115956
180	0.156923
181	0.156388
182	0.161305
183	0.127787
184	0.165585
185	0.117087
186	0.156639
187	0.182348
188	0.165738
189	0.111822
190	0.128406
191	0.111197
192	0.178852
193	0.107007
194	0.117069
195	0.175581
196	0.195611
197	0.102622
198	0.148352
199	0.172917
200	0.148587
201	0.114117
202	0.111578
203	0.193169
204	0.150514
205	0.160676
206	0.167316
207	0.187388
208	0.119159
209	0.154750
210	0.174345
211	0.183690
212	0.128293
213	0.181967
214	0.118644
215	0.188711
216	0.160694
217	0.101601
218	0.146164
219	0.181463
220	0.191831
221	0.180201
222	0.159631
223	0.185960
224	0.109128
225	0.126171
226	0.102199
227	0.105276
228	0.131501
229	0.155024
230	0.184351
231	0.140707
232	0.122097
233	0.185938
234	0.145873
235	0.197143
236	0.133915
237	0.133950
238	0.137141
239	0.167603
240	0.125562
241	0.198678
242	0.155777
243	0.161325
244	0.153758
245	0.154658
246	0.165429
247	0.181829
248	0.169784
249	0.174562
250	0.111931
251	0.153945
252	0.161568
253	0.172663
254	0.160443
255	0.158727
256	0.154380
257	0.104245
258	0.196948
259	0.182751
260	0.176255
261	0.193538
262	0.198482
263	0.151645
264	0.121099
265	0.173423
266	0.196844
267	0.170980
268	0.182287
269	0.173575
270	0.152222
271	0.150812
272	0.191503
273	0.156390
274	0.164046
275	0.192575
276	0.180704
277	0.102845
278	0.102627
279	0.188767
280	0.189824
281	0.107939
282	0.130815
283	0.175377
284	0.138180
285	0.162996
286	0.129189
287	0.156627
288	0.179238
289	0.169351
290	0.107676
291	0.145514
292	0.197625
293	0.170259
294	0.182800
295	0.155933
296	0.116757
297	0.117298
298	0.180277
299	0.172560
300	0.162132
301	0.179984
302	0.184129
303	0.171683
304	0.147730
305	0.122791
306	0.116939
307	0.105236
308	0.115963
309	0.103272
310	0.101140
311	0.165585
312	0.112664
313	0.156568
314	0.125580
315	0.197667
316	0.157792
317	0.109783
318	0.173945
319	0.149651
320	0.168632
321	0.144275
322	0.139428
323	0.160290
324	0.131420
325	0.134463
326	0.168790
327	0.124330
328	0.183257
329	0.159404
330	0.142947
331	0.116567
332	0.144739
333	0.142551
334	0.153573
335	0.111261
336	0.183077
337	0.124628
338	0.103544
339	0.125820
340	0.173245
341	0.133722
342	0.156287
343	0.156950
344	0.188508
345	0.128703
346	0.185091
347	0.143265
348	0.161018
349	0.143032
350	0.197492
351	0.132122
352	0.158947
353	0.146660
354	0.186479
355	0.188126
356	0.170964
357	0.112969
358	0.143431
359	0.140288
360	0.183434
361	0.124768
362	0.104411
363	0.156261
364	0.182750
365	0.117565
366	0.117975
367	0.199662
368	0.199991
369	0.100181
370	0.112383
371	0.171696
372	0.149094
373	0.173664
374	0.142364
375	0.157970
376	0.183631
377	0.142111
378	0.150973
379	0.193006
380	0.128925
381	0.116744
382	0.137856
383	0.139633
384	0.140039
385	0.180361
386	0.150948
387	0.187854
388	0.127802
